Classification,Year,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Partner Code,Partner,Commodity Code,Commodity,Trade Value (US$),Flag
H5,2017,3,Re-Export,842,USA,156,China,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",1095522,0
H5,2017,1,Import,842,USA,156,China,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15558283853,4
H5,2017,2,Export,842,USA,156,China,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12854300667,4
H5,2017,3,Re-Export,842,USA,156,China,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",380817359,0
H5,2017,1,Import,842,USA,156,China,88,"Aircraft, spacecraft and parts thereof",518023477,4
H5,2017,2,Export,842,USA,156,China,88,"Aircraft, spacecraft and parts thereof",16265664020,4
H5,2017,3,Re-Export,842,USA,156,China,88,"Aircraft, spacecraft and parts thereof",552227359,0
H5,2017,1,Import,842,USA,156,China,89,"Ships, boats and floating structures",145782095,4
H5,2017,2,Export,842,USA,156,China,89,"Ships, boats and floating structures",25231247,4
H5,2017,3,Re-Export,842,USA,156,China,89,"Ships, boats and floating structures",7200,0
H5,2017,1,Import,842,USA,156,China,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",12319319182,4
H5,2017,2,Export,842,USA,156,China,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",8816878866,4
H5,2017,3,Re-Export,842,USA,156,China,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",1355555045,0
H5,2017,1,Import,842,USA,156,China,91,Clocks and watches and parts thereof,805254820,4
H5,2017,2,Export,842,USA,156,China,91,Clocks and watches and parts thereof,11534874,4
H5,2017,3,Re-Export,842,USA,156,China,91,Clocks and watches and parts thereof,2354054,0
H5,2017,1,Import,842,USA,156,China,92,Musical instruments; parts and accessories of such articles,564868519,4
H5,2017,2,Export,842,USA,156,China,92,Musical instruments; parts and accessories of such articles,35014600,4
H5,2017,3,Re-Export,842,USA,156,China,92,Musical instruments; parts and accessories of such articles,2478799,0
H5,2017,1,Import,842,USA,156,China,93,Arms and ammunition; parts and accessories thereof,152676180,4
H5,2017,2,Export,842,USA,156,China,93,Arms and ammunition; parts and accessories thereof,1590746,4
H5,2017,3,Re-Export,842,USA,156,China,93,Arms and ammunition; parts and accessories thereof,152971,0
H5,2017,1,Import,842,USA,156,China,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",34831216989,4
H5,2017,2,Export,842,USA,156,China,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",281082917,4
H5,2017,3,Re-Export,842,USA,156,China,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",26700241,0
H5,2017,1,Import,842,USA,156,China,95,"Toys, games and sports requisites; parts and accessories thereof",26740247796,4
H5,2017,2,Export,842,USA,156,China,95,"Toys, games and sports requisites; parts and accessories thereof",190405597,4
H5,2017,3,Re-Export,842,USA,156,China,95,"Toys, games and sports requisites; parts and accessories thereof",19188866,0
H5,2017,1,Import,842,USA,156,China,96,Miscellaneous manufactured articles,3269268706,4
H5,2017,2,Export,842,USA,156,China,96,Miscellaneous manufactured articles,68832933,4
H5,2017,3,Re-Export,842,USA,156,China,96,Miscellaneous manufactured articles,13648958,0
H5,2017,1,Import,842,USA,156,China,97,Works of art; collectors' pieces and antiques,285089799,4
H5,2017,2,Export,842,USA,156,China,97,Works of art; collectors' pieces and antiques,92770907,4
H5,2017,3,Re-Export,842,USA,156,China,97,Works of art; collectors' pieces and antiques,34427255,0
H5,2017,1,Import,842,USA,156,China,99,Commodities not specified according to kind,6219818322,0
H5,2017,2,Export,842,USA,156,China,99,Commodities not specified according to kind,1172361111,0
H5,2017,3,Re-Export,842,USA,156,China,99,Commodities not specified according to kind,64112,0
